"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"JP","O",1982-01-01,1982-12-31,"WCPO","UNK","ALB","NC","t",493,"WCPFC","catch","raised"
"JP","P",1982-01-01,1982-12-31,"WCPO","UNK","ALB","NC","t",29615,"WCPFC","catch","raised"
"JP","S",1982-01-01,1982-12-31,"WCPO","UNK","ALB","NC","t",561,"WCPFC","catch","raised"
"NZ","T",1982-01-01,1982-12-31,"WCPO","UNK","ALB","NC","t",2434,"WCPFC","catch","raised"
"JP","G",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",6884,"WCPFC","catch","raised"
"JP","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",17143,"WCPFC","catch","raised"
"KR","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",6997,"WCPFC","catch","raised"
"NC","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",12,"WCPFC","catch","raised"
"SB","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",19,"WCPFC","catch","raised"
"TO","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",143,"WCPFC","catch","raised"
"TW","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",10588,"WCPFC","catch","raised"
"US","L",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",6,"WCPFC","catch","raised"
"AU","O",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",7,"WCPFC","catch","raised"
"JP","O",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",121,"WCPFC","catch","raised"
"JP","P",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",21098,"WCPFC","catch","raised"
"JP","S",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",350,"WCPFC","catch","raised"
"NZ","T",1983-01-01,1983-12-31,"WCPO","UNK","ALB","NC","t",744,"WCPFC","catch","raised"
"JP","G",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",10569,"WCPFC","catch","raised"
"JP","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",14567,"WCPFC","catch","raised"
"KR","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",5212,"WCPFC","catch","raised"
"NC","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",112,"WCPFC","catch","raised"
"SB","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",19,"WCPFC","catch","raised"
"TO","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",135,"WCPFC","catch","raised"
"TW","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",10142,"WCPFC","catch","raised"
"US","L",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",2,"WCPFC","catch","raised"
"AU","O",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",8,"WCPFC","catch","raised"
"JP","O",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",518,"WCPFC","catch","raised"
"JP","P",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",26015,"WCPFC","catch","raised"
"JP","S",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",3380,"WCPFC","catch","raised"
"NZ","T",1984-01-01,1984-12-31,"WCPO","UNK","ALB","NC","t",2773,"WCPFC","catch","raised"
"JP","G",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",13132,"WCPFC","catch","raised"
"JP","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",15734,"WCPFC","catch","raised"
"KR","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",12935,"WCPFC","catch","raised"
"NC","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",131,"WCPFC","catch","raised"
"SB","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",12,"WCPFC","catch","raised"
"TO","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",174,"WCPFC","catch","raised"
"TW","L",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",8000,"WCPFC","catch","raised"
"AU","O",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",9,"WCPFC","catch","raised"
"JP","O",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",407,"WCPFC","catch","raised"
"JP","P",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",20714,"WCPFC","catch","raised"
"JP","S",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",1533,"WCPFC","catch","raised"
"NZ","T",1985-01-01,1985-12-31,"WCPO","UNK","ALB","NC","t",3253,"WCPFC","catch","raised"
"JP","G",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",9749,"WCPFC","catch","raised"
"JP","L",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",15205,"WCPFC","catch","raised"
"KR","L",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",15677,"WCPFC","catch","raised"
"NC","L",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",179,"WCPFC","catch","raised"
"TO","L",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",206,"WCPFC","catch","raised"
"TW","L",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",9723,"WCPFC","catch","raised"
"AU","O",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",10,"WCPFC","catch","raised"
"JP","O",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",655,"WCPFC","catch","raised"
"JP","P",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",16096,"WCPFC","catch","raised"
"JP","S",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",1542,"WCPFC","catch","raised"
"NZ","T",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",1911,"WCPFC","catch","raised"
"US","T",1986-01-01,1986-12-31,"WCPO","UNK","ALB","NC","t",92,"WCPFC","catch","raised"
"JP","G",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",7617,"WCPFC","catch","raised"
"AU","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",129,"WCPFC","catch","raised"
"JP","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",16019,"WCPFC","catch","raised"
"KR","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",2900,"WCPFC","catch","raised"
"NC","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",563,"WCPFC","catch","raised"
"NZ","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",9,"WCPFC","catch","raised"
"TO","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",252,"WCPFC","catch","raised"
"TW","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",10370,"WCPFC","catch","raised"
"US","L",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",136,"WCPFC","catch","raised"
"AU","O",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",11,"WCPFC","catch","raised"
"JP","O",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",189,"WCPFC","catch","raised"
"JP","P",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",19091,"WCPFC","catch","raised"
"JP","S",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",1205,"WCPFC","catch","raised"
"NZ","T",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",1256,"WCPFC","catch","raised"
"US","T",1987-01-01,1987-12-31,"WCPO","UNK","ALB","NC","t",878,"WCPFC","catch","raised"
"JP","G",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",13345,"WCPFC","catch","raised"
"TW","G",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",1000,"WCPFC","catch","raised"
"AU","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",107,"WCPFC","catch","raised"
"JP","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",17752,"WCPFC","catch","raised"
"KR","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",3923,"WCPFC","catch","raised"
"NC","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",584,"WCPFC","catch","raised"
"NZ","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",4,"WCPFC","catch","raised"
"TO","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",242,"WCPFC","catch","raised"
"TW","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",13329,"WCPFC","catch","raised"
"US","L",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",319,"WCPFC","catch","raised"
"AU","O",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",12,"WCPFC","catch","raised"
"JP","O",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",177,"WCPFC","catch","raised"
"JP","P",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",6216,"WCPFC","catch","raised"
"JP","S",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",1208,"WCPFC","catch","raised"
"NZ","T",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",405,"WCPFC","catch","raised"
"US","T",1988-01-01,1988-12-31,"WCPO","UNK","ALB","NC","t",3656,"WCPFC","catch","raised"
"JP","G",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",14695,"WCPFC","catch","raised"
"KR","G",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",172,"WCPFC","catch","raised"
"TW","G",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",8520,"WCPFC","catch","raised"
"AU","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",556,"WCPFC","catch","raised"
"FJ","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",3,"WCPFC","catch","raised"
"JP","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",15984,"WCPFC","catch","raised"
"KR","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",1408,"WCPFC","catch","raised"
"NC","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",566,"WCPFC","catch","raised"
"NZ","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",523,"WCPFC","catch","raised"
"TO","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",195,"WCPFC","catch","raised"
"TW","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",7291,"WCPFC","catch","raised"
"US","L",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",272,"WCPFC","catch","raised"
"AU","O",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",13,"WCPFC","catch","raised"
"JP","O",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",466,"WCPFC","catch","raised"
"JP","P",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",8629,"WCPFC","catch","raised"
"JP","S",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",2521,"WCPFC","catch","raised"
"NZ","T",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",4361,"WCPFC","catch","raised"
"PF","T",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",102,"WCPFC","catch","raised"
"US","T",1989-01-01,1989-12-31,"WCPO","UNK","ALB","NC","t",3672,"WCPFC","catch","raised"
"JP","G",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",9885,"WCPFC","catch","raised"
"TW","G",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",1859,"WCPFC","catch","raised"
"AU","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",269,"WCPFC","catch","raised"
"CN","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",4,"WCPFC","catch","raised"
"FJ","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",68,"WCPFC","catch","raised"
"JP","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",18558,"WCPFC","catch","raised"
"KR","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",699,"WCPFC","catch","raised"
"NC","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",1053,"WCPFC","catch","raised"
"NZ","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",170,"WCPFC","catch","raised"
"PF","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",20,"WCPFC","catch","raised"
"TO","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",152,"WCPFC","catch","raised"
"TW","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",8347,"WCPFC","catch","raised"
"US","L",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",182,"WCPFC","catch","raised"
"JP","N",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",1846,"WCPFC","catch","raised"
"AU","O",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",15,"WCPFC","catch","raised"
"JP","O",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",253,"WCPFC","catch","raised"
"NZ","O",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",44,"WCPFC","catch","raised"
"PF","O",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",53,"WCPFC","catch","raised"
"JP","P",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",8532,"WCPFC","catch","raised"
"NZ","P",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",242,"WCPFC","catch","raised"
"PF","P",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",3,"WCPFC","catch","raised"
"JP","S",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",1995,"WCPFC","catch","raised"
"NZ","T",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",2555,"WCPFC","catch","raised"
"PF","T",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",299,"WCPFC","catch","raised"
"US","T",1990-01-01,1990-12-31,"WCPO","UNK","ALB","NC","t",3886,"WCPFC","catch","raised"
"JP","G",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",1850,"WCPFC","catch","raised"
"TW","G",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",1394,"WCPFC","catch","raised"
"AU","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",225,"WCPFC","catch","raised"
"FJ","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",208,"WCPFC","catch","raised"
"JP","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",17649,"WCPFC","catch","raised"
"KR","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",540,"WCPFC","catch","raised"
"NC","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",909,"WCPFC","catch","raised"
"NZ","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",85,"WCPFC","catch","raised"
"PF","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",100,"WCPFC","catch","raised"
"TO","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",171,"WCPFC","catch","raised"
"TW","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",13620,"WCPFC","catch","raised"
"US","L",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",314,"WCPFC","catch","raised"
"JP","N",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",1551,"WCPFC","catch","raised"
"AU","O",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",20,"WCPFC","catch","raised"
"JP","O",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",399,"WCPFC","catch","raised"
"NZ","O",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",15,"WCPFC","catch","raised"
"PF","O",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",60,"WCPFC","catch","raised"
"JP","P",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",7103,"WCPFC","catch","raised"
"NZ","P",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",9,"WCPFC","catch","raised"
"PF","P",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",5,"WCPFC","catch","raised"
"JP","S",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",2652,"WCPFC","catch","raised"
"NZ","T",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",2350,"WCPFC","catch","raised"
"PF","T",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",326,"WCPFC","catch","raised"
"US","T",1991-01-01,1991-12-31,"WCPO","UNK","ALB","NC","t",4894,"WCPFC","catch","raised"
"JP","G",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",1786,"WCPFC","catch","raised"
"AU","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",320,"WCPFC","catch","raised"
"FJ","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",243,"WCPFC","catch","raised"
"JP","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",20530,"WCPFC","catch","raised"
"KR","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",1359,"WCPFC","catch","raised"
"NC","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",692,"WCPFC","catch","raised"
"NZ","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",209,"WCPFC","catch","raised"
"PF","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",195,"WCPFC","catch","raised"
"TO","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",199,"WCPFC","catch","raised"
"TW","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",9738,"WCPFC","catch","raised"
"US","L",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",332,"WCPFC","catch","raised"
"JP","N",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",935,"WCPFC","catch","raised"
"AU","O",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",20,"WCPFC","catch","raised"
"JP","O",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",1534,"WCPFC","catch","raised"
"NZ","O",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",7,"WCPFC","catch","raised"
"PF","O",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",38,"WCPFC","catch","raised"
"JP","P",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",13888,"WCPFC","catch","raised"
"NZ","P",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",6,"WCPFC","catch","raised"
"PF","P",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",5,"WCPFC","catch","raised"
"JP","S",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",4104,"WCPFC","catch","raised"
"AU","T",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",50,"WCPFC","catch","raised"
"NZ","T",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",3265,"WCPFC","catch","raised"
"PF","T",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",72,"WCPFC","catch","raised"
"US","T",1992-01-01,1992-12-31,"WCPO","UNK","ALB","NC","t",2956,"WCPFC","catch","raised"
"JP","G",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",287,"WCPFC","catch","raised"
"AU","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",312,"WCPFC","catch","raised"
"CN","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",1,"WCPFC","catch","raised"
"FJ","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",463,"WCPFC","catch","raised"
"JP","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",33967,"WCPFC","catch","raised"
"KR","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",594,"WCPFC","catch","raised"
"NC","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",755,"WCPFC","catch","raised"
"NZ","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",345,"WCPFC","catch","raised"
"PF","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",714,"WCPFC","catch","raised"
"PW","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",1,"WCPFC","catch","raised"
"TO","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",231,"WCPFC","catch","raised"
"TW","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",12612,"WCPFC","catch","raised"
"US","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",442,"WCPFC","catch","raised"
"WS","L",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",213,"WCPFC","catch","raised"
"AU","O",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",20,"WCPFC","catch","raised"
"JP","O",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",900,"WCPFC","catch","raised"
"NZ","O",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",11,"WCPFC","catch","raised"
"PF","O",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",39,"WCPFC","catch","raised"
"JP","P",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",12809,"WCPFC","catch","raised"
"NZ","P",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",60,"WCPFC","catch","raised"
"PF","P",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",2,"WCPFC","catch","raised"
"JP","S",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",2889,"WCPFC","catch","raised"
"AU","T",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",35,"WCPFC","catch","raised"
"NZ","T",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",2971,"WCPFC","catch","raised"
"PF","T",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",45,"WCPFC","catch","raised"
"US","T",1993-01-01,1993-12-31,"WCPO","UNK","ALB","NC","t",1010,"WCPFC","catch","raised"
"JP","G",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",263,"WCPFC","catch","raised"
"AU","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",400,"WCPFC","catch","raised"
"CK","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",16,"WCPFC","catch","raised"
"CN","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",8,"WCPFC","catch","raised"
"FJ","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",842,"WCPFC","catch","raised"
"FM","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",3,"WCPFC","catch","raised"
"JP","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",33277,"WCPFC","catch","raised"
"KR","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",1124,"WCPFC","catch","raised"
"NC","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",840,"WCPFC","catch","raised"
"NZ","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",635,"WCPFC","catch","raised"
"PF","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",913,"WCPFC","catch","raised"
"PW","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",3,"WCPFC","catch","raised"
"TO","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",343,"WCPFC","catch","raised"
"TW","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",15505,"WCPFC","catch","raised"
"US","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",549,"WCPFC","catch","raised"
"WS","L",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",641,"WCPFC","catch","raised"
"AU","O",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",20,"WCPFC","catch","raised"
"JP","O",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",834,"WCPFC","catch","raised"
"NZ","O",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",11,"WCPFC","catch","raised"
"PF","O",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",58,"WCPFC","catch","raised"
"JP","P",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",26391,"WCPFC","catch","raised"
"NZ","P",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",62,"WCPFC","catch","raised"
"PF","P",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",3,"WCPFC","catch","raised"
"JP","S",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",2026,"WCPFC","catch","raised"
"AU","T",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",50,"WCPFC","catch","raised"
"NZ","T",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",4609,"WCPFC","catch","raised"
"US","T",1994-01-01,1994-12-31,"WCPO","UNK","ALB","NC","t",2270,"WCPFC","catch","raised"
"JP","G",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",281,"WCPFC","catch","raised"
"AU","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",457,"WCPFC","catch","raised"
"CK","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",25,"WCPFC","catch","raised"
"CN","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",5,"WCPFC","catch","raised"
"FJ","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",702,"WCPFC","catch","raised"
"JP","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",32490,"WCPFC","catch","raised"
"KR","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",1675,"WCPFC","catch","raised"
"NC","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",332,"WCPFC","catch","raised"
"NZ","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",810,"WCPFC","catch","raised"
"PF","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",772,"WCPFC","catch","raised"
"PG","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",6,"WCPFC","catch","raised"
"SB","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",24,"WCPFC","catch","raised"
"TO","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",379,"WCPFC","catch","raised"
"TW","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",18131,"WCPFC","catch","raised"
"US","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",924,"WCPFC","catch","raised"
"VU","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",109,"WCPFC","catch","raised"
"WS","L",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",1883,"WCPFC","catch","raised"
"JP","N",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",1,"WCPFC","catch","raised"
"AU","O",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",25,"WCPFC","catch","raised"
"JP","O",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",107,"WCPFC","catch","raised"
"NZ","O",1995-01-01,1995-12-31,"WCPO","UNK","ALB","NC","t",10,"WCPFC","catch","raised"
