"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
2002,"L","JP","CS","MLS","STRIPED MARLIN",796
2002,"L","JP","CS","BET","BIGEYE TUNA",6565
2002,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",794
2002,"L","JP","CS","YFT","YELLOWFIN TUNA",3936
2002,"L","JP","CS","SWO","SWORDFISH",956
2011,"S","TW",NA,"BET","BIGEYE TUNA",9731
2011,"S","TW",NA,"SKJ","SKIPJACK TUNA",134973
2011,"S","TW",NA,"YFT","YELLOWFIN TUNA",31231
1994,"S","NZ",NA,"SKJ","SKIPJACK TUNA",3088
2002,"O","PH",NA,"SKJ","SKIPJACK TUNA",538
2002,"O","PH",NA,"YFT","YELLOWFIN TUNA",1420
2002,"O","PH",NA,"BET","BIGEYE TUNA",140
1975,"O","ID",NA,"SKJ","SKIPJACK TUNA",23316
1975,"O","ID",NA,"YFT","YELLOWFIN TUNA",9956
1975,"O","ID",NA,"BET","BIGEYE TUNA",1106
2003,"O","PH",NA,"YFT","YELLOWFIN TUNA",1798
2003,"O","PH",NA,"SKJ","SKIPJACK TUNA",668
2003,"O","PH",NA,"BET","BIGEYE TUNA",190
2019,"S","JP","DW","YFT","YELLOWFIN TUNA",37128
2019,"S","JP","DW","ALB","ALBACORE",1045
2019,"S","JP","DW","PBF","PACIFIC BLUEFIN TUNA",4464
2019,"S","JP","DW","BET","BIGEYE TUNA",3346
2019,"S","JP","DW","SKJ","SKIPJACK TUNA",129499
1965,"O","ID",NA,"YFT","YELLOWFIN TUNA",2950
1965,"O","ID",NA,"SKJ","SKIPJACK TUNA",8273
1988,"T","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1124
2004,"P","FJ",NA,"SKJ","SKIPJACK TUNA",431
2004,"P","FJ",NA,"YFT","YELLOWFIN TUNA",44
2019,"P","ID",NA,"BET","BIGEYE TUNA",963
2019,"P","ID",NA,"SKJ","SKIPJACK TUNA",80908
2019,"P","ID",NA,"YFT","YELLOWFIN TUNA",14448
1962,"P","JP","DW","SKJ","SKIPJACK TUNA",152387
1962,"P","JP","DW","YFT","YELLOWFIN TUNA",4225
1962,"P","JP","DW","ALB","ALBACORE",8729
1962,"P","JP","DW","BET","BIGEYE TUNA",800
2008,"L","CK",NA,"MLS","STRIPED MARLIN",11
2008,"L","CK",NA,"YFT","YELLOWFIN TUNA",247
2008,"L","CK",NA,"SKJ","SKIPJACK TUNA",54
2008,"L","CK",NA,"ALB","ALBACORE",2224
2008,"L","CK",NA,"BET","BIGEYE TUNA",292
2008,"L","CK",NA,"SWO","SWORDFISH",17
2000,"T","CK",NA,"ALB","ALBACORE",335
1999,"P","JP","CS","YFT","YELLOWFIN TUNA",515
1999,"P","JP","CS","ALB","ALBACORE",128
1999,"P","JP","CS","BET","BIGEYE TUNA",134
1999,"P","JP","CS","SKJ","SKIPJACK TUNA",6805
1999,"P","JP","CS","PBF","PACIFIC BLUEFIN TUNA",32
1982,"P","KI",NA,"SKJ","SKIPJACK TUNA",288
1982,"P","KI",NA,"YFT","YELLOWFIN TUNA",169
2001,"P","FJ",NA,"SKJ","SKIPJACK TUNA",431
2001,"P","FJ",NA,"YFT","YELLOWFIN TUNA",44
2018,"K","ID",NA,"BET","BIGEYE TUNA",689
2018,"K","ID",NA,"YFT","YELLOWFIN TUNA",62068
